"Libellé";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes";"Indice CVS-CJO de la production industrielle (base 100 en 2021) - Fabrication d'armes et de munitions (NAF rév. 2, niveau groupe, poste 25.4)";"Codes"
"idBank";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";"";"010767972";""
"Mises à jour";"04/04/2025 08:45";"";"05/03/2025 08:45";"";"05/02/2025 08:45";"";"10/01/2025 08:45";"";"05/12/2024 08:45";"";"05/11/2024 08:45";"";"04/10/2024 08:45";"";"06/09/2024 08:45";"";"02/08/2024 08:45";"";"05/07/2024 08:45";"";"05/06/2024 08:45";"";"03/05/2024 08:45";"";"05/04/2024 08:45";"";"05/03/2024 08:45";""
"Période";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"2002-04";"77.97";"A";"77.99";"A";"66.61";"A";"66.61";"A";"66.61";"A";"66.6";"A";"66.6";"A";"66.59";"A";"66.61";"A";"66.6";"A";"66.6";"A";"66.59";"A";"66.6";"A";"66.6";"A"
"2002-03";"80.37";"A";"80.39";"A";"68.66";"A";"68.66";"A";"68.66";"A";"68.65";"A";"68.65";"A";"68.64";"A";"68.66";"A";"68.65";"A";"68.65";"A";"68.64";"A";"68.65";"A";"68.65";"A"
"2002-02";"78.86";"A";"78.88";"A";"67.37";"A";"67.37";"A";"67.37";"A";"67.36";"A";"67.35";"A";"67.35";"A";"67.36";"A";"67.36";"A";"67.36";"A";"67.35";"A";"67.36";"A";"67.36";"A"
"2002-01";"78.05";"A";"78.08";"A";"66.68";"A";"66.68";"A";"66.68";"A";"66.67";"A";"66.67";"A";"66.66";"A";"66.68";"A";"66.68";"A";"66.67";"A";"66.66";"A";"66.67";"A";"66.67";"A"
"2001-12";"78.16";"A";"78.18";"A";"66.77";"A";"66.77";"A";"66.77";"A";"66.76";"A";"66.76";"A";"66.75";"A";"66.77";"A";"66.76";"A";"66.76";"A";"66.75";"A";"66.76";"A";"66.76";"A"
"2001-11";"75.48";"A";"75.5";"A";"64.48";"A";"64.48";"A";"64.49";"A";"64.47";"A";"64.47";"A";"64.47";"A";"64.48";"A";"64.48";"A";"64.47";"A";"64.46";"A";"64.47";"A";"64.47";"A"
"2001-10";"75.52";"A";"75.55";"A";"64.52";"A";"64.52";"A";"64.52";"A";"64.51";"A";"64.51";"A";"64.5";"A";"64.52";"A";"64.51";"A";"64.51";"A";"64.5";"A";"64.51";"A";"64.51";"A"
"2001-09";"72.86";"A";"72.88";"A";"62.24";"A";"62.25";"A";"62.25";"A";"62.23";"A";"62.23";"A";"62.23";"A";"62.24";"A";"62.24";"A";"62.24";"A";"62.23";"A";"62.23";"A";"62.23";"A"
"2001-08";"78.57";"A";"78.59";"A";"67.12";"A";"67.12";"A";"67.13";"A";"67.11";"A";"67.11";"A";"67.1";"A";"67.12";"A";"67.12";"A";"67.11";"A";"67.1";"A";"67.11";"A";"67.11";"A"
"2001-07";"72.65";"A";"72.67";"A";"62.07";"A";"62.07";"A";"62.07";"A";"62.06";"A";"62.06";"A";"62.05";"A";"62.06";"A";"62.06";"A";"62.06";"A";"62.05";"A";"62.06";"A";"62.06";"A"
"2001-06";"70.71";"A";"70.73";"A";"60.41";"A";"60.41";"A";"60.41";"A";"60.4";"A";"60.4";"A";"60.39";"A";"60.4";"A";"60.4";"A";"60.4";"A";"60.39";"A";"60.4";"A";"60.4";"A"
"2001-05";"70.88";"A";"70.91";"A";"60.56";"A";"60.56";"A";"60.56";"A";"60.55";"A";"60.55";"A";"60.54";"A";"60.55";"A";"60.55";"A";"60.55";"A";"60.54";"A";"60.55";"A";"60.55";"A"
"2001-04";"71.83";"A";"71.85";"A";"61.36";"A";"61.36";"A";"61.36";"A";"61.35";"A";"61.35";"A";"61.35";"A";"61.36";"A";"61.36";"A";"61.35";"A";"61.34";"A";"61.35";"A";"61.35";"A"
"2001-03";"73.72";"A";"73.74";"A";"62.98";"A";"62.98";"A";"62.98";"A";"62.97";"A";"62.97";"A";"62.96";"A";"62.98";"A";"62.98";"A";"62.97";"A";"62.96";"A";"62.97";"A";"62.97";"A"
"2001-02";"75.52";"A";"75.54";"A";"64.51";"A";"64.51";"A";"64.52";"A";"64.5";"A";"64.5";"A";"64.5";"A";"64.51";"A";"64.51";"A";"64.5";"A";"64.49";"A";"64.5";"A";"64.5";"A"
"2001-01";"75.48";"A";"75.51";"A";"64.49";"A";"64.49";"A";"64.49";"A";"64.48";"A";"64.47";"A";"64.47";"A";"64.48";"A";"64.48";"A";"64.48";"A";"64.47";"A";"64.48";"A";"64.48";"A"
"2000-12";"75.6";"A";"75.62";"A";"64.58";"A";"64.59";"A";"64.59";"A";"64.57";"A";"64.57";"A";"64.57";"A";"64.58";"A";"64.58";"A";"64.58";"A";"64.56";"A";"64.57";"A";"64.57";"A"
"2000-11";"74.4";"A";"74.42";"A";"63.56";"A";"63.56";"A";"63.56";"A";"63.55";"A";"63.55";"A";"63.54";"A";"63.56";"A";"63.55";"A";"63.55";"A";"63.54";"A";"63.55";"A";"63.55";"A"
"2000-10";"75.99";"A";"76.01";"A";"64.91";"A";"64.92";"A";"64.92";"A";"64.9";"A";"64.9";"A";"64.9";"A";"64.91";"A";"64.91";"A";"64.91";"A";"64.9";"A";"64.9";"A";"64.9";"A"
"2000-09";"77.12";"A";"77.15";"A";"65.89";"A";"65.89";"A";"65.89";"A";"65.88";"A";"65.87";"A";"65.87";"A";"65.88";"A";"65.88";"A";"65.88";"A";"65.87";"A";"65.88";"A";"65.88";"A"
"2000-08";"84.87";"A";"84.9";"A";"72.5";"A";"72.51";"A";"72.51";"A";"72.49";"A";"72.49";"A";"72.49";"A";"72.5";"A";"72.5";"A";"72.5";"A";"72.48";"A";"72.49";"A";"72.49";"A"
"2000-07";"82.06";"A";"82.08";"A";"70.1";"A";"70.1";"A";"70.1";"A";"70.09";"A";"70.09";"A";"70.08";"A";"70.1";"A";"70.09";"A";"70.09";"A";"70.08";"A";"70.09";"A";"70.09";"A"
"2000-06";"77.41";"A";"77.43";"A";"66.13";"A";"66.13";"A";"66.13";"A";"66.12";"A";"66.12";"A";"66.11";"A";"66.13";"A";"66.13";"A";"66.12";"A";"66.11";"A";"66.12";"A";"66.12";"A"
"2000-05";"80.75";"A";"80.78";"A";"68.99";"A";"68.99";"A";"68.99";"A";"68.98";"A";"68.97";"A";"68.97";"A";"68.98";"A";"68.98";"A";"68.98";"A";"68.97";"A";"68.97";"A";"68.98";"A"
"2000-04";"79.86";"A";"79.88";"A";"68.22";"A";"68.22";"A";"68.23";"A";"68.21";"A";"68.21";"A";"68.2";"A";"68.22";"A";"68.22";"A";"68.21";"A";"68.2";"A";"68.21";"A";"68.21";"A"
"2000-03";"80.86";"A";"80.88";"A";"69.08";"A";"69.08";"A";"69.08";"A";"69.07";"A";"69.06";"A";"69.06";"A";"69.07";"A";"69.07";"A";"69.07";"A";"69.06";"A";"69.07";"A";"69.07";"A"
"2000-02";"80.55";"A";"80.57";"A";"68.81";"A";"68.81";"A";"68.81";"A";"68.8";"A";"68.8";"A";"68.79";"A";"68.81";"A";"68.81";"A";"68.8";"A";"68.79";"A";"68.8";"A";"68.8";"A"
"2000-01";"79.96";"A";"79.99";"A";"68.31";"A";"68.31";"A";"68.31";"A";"68.3";"A";"68.3";"A";"68.29";"A";"68.31";"A";"68.31";"A";"68.3";"A";"68.29";"A";"68.3";"A";"68.3";"A"
"1999-12";"77.06";"A";"77.08";"A";"65.83";"A";"65.83";"A";"65.84";"A";"65.82";"A";"65.82";"A";"65.82";"A";"65.83";"A";"65.83";"A";"65.82";"A";"65.81";"A";"65.82";"A";"65.82";"A"
"1999-11";"79.17";"A";"79.19";"A";"67.63";"A";"67.63";"A";"67.64";"A";"67.62";"A";"67.62";"A";"67.62";"A";"67.63";"A";"67.63";"A";"67.62";"A";"67.61";"A";"67.62";"A";"67.62";"A"
"1999-10";"81.0";"A";"81.03";"A";"69.2";"A";"69.2";"A";"69.21";"A";"69.19";"A";"69.19";"A";"69.18";"A";"69.2";"A";"69.2";"A";"69.19";"A";"69.18";"A";"69.19";"A";"69.19";"A"
"1999-09";"77.27";"A";"77.3";"A";"66.02";"A";"66.02";"A";"66.02";"A";"66.0";"A";"66.0";"A";"66.0";"A";"66.01";"A";"66.01";"A";"66.01";"A";"66.0";"A";"66.0";"A";"66.01";"A"
"1999-08";"77.0";"A";"77.03";"A";"65.78";"A";"65.79";"A";"65.79";"A";"65.77";"A";"65.77";"A";"65.77";"A";"65.78";"A";"65.78";"A";"65.78";"A";"65.77";"A";"65.77";"A";"65.77";"A"
"1999-07";"75.92";"A";"75.94";"A";"64.86";"A";"64.86";"A";"64.86";"A";"64.85";"A";"64.84";"A";"64.84";"A";"64.85";"A";"64.85";"A";"64.85";"A";"64.84";"A";"64.85";"A";"64.85";"A"
"1999-06";"76.13";"A";"76.15";"A";"65.04";"A";"65.04";"A";"65.04";"A";"65.03";"A";"65.03";"A";"65.02";"A";"65.04";"A";"65.03";"A";"65.03";"A";"65.02";"A";"65.03";"A";"65.03";"A"
"1999-05";"79.05";"A";"79.07";"A";"67.53";"A";"67.53";"A";"67.53";"A";"67.52";"A";"67.52";"A";"67.51";"A";"67.53";"A";"67.52";"A";"67.52";"A";"67.51";"A";"67.52";"A";"67.52";"A"
"1999-04";"82.17";"A";"82.2";"A";"70.2";"A";"70.2";"A";"70.2";"A";"70.19";"A";"70.19";"A";"70.18";"A";"70.2";"A";"70.2";"A";"70.19";"A";"70.18";"A";"70.19";"A";"70.19";"A"
"1999-03";"80.06";"A";"80.08";"A";"68.39";"A";"68.39";"A";"68.4";"A";"68.38";"A";"68.38";"A";"68.38";"A";"68.39";"A";"68.39";"A";"68.38";"A";"68.37";"A";"68.38";"A";"68.38";"A"
"1999-02";"81.02";"A";"81.05";"A";"69.22";"A";"69.22";"A";"69.22";"A";"69.21";"A";"69.21";"A";"69.2";"A";"69.22";"A";"69.21";"A";"69.21";"A";"69.2";"A";"69.21";"A";"69.21";"A"
"1999-01";"82.71";"A";"82.74";"A";"70.66";"A";"70.66";"A";"70.66";"A";"70.65";"A";"70.65";"A";"70.64";"A";"70.66";"A";"70.65";"A";"70.65";"A";"70.64";"A";"70.65";"A";"70.65";"A"
"1998-12";"87.99";"A";"88.02";"A";"75.17";"A";"75.17";"A";"75.17";"A";"75.16";"A";"75.15";"A";"75.15";"A";"75.17";"A";"75.16";"A";"75.16";"A";"75.15";"A";"75.16";"A";"75.16";"A"
"1998-11";"87.34";"A";"87.37";"A";"74.62";"A";"74.62";"A";"74.62";"A";"74.6";"A";"74.6";"A";"74.6";"A";"74.61";"A";"74.61";"A";"74.61";"A";"74.59";"A";"74.6";"A";"74.6";"A"
"1998-10";"88.34";"A";"88.37";"A";"75.47";"A";"75.47";"A";"75.47";"A";"75.46";"A";"75.46";"A";"75.45";"A";"75.47";"A";"75.46";"A";"75.46";"A";"75.45";"A";"75.46";"A";"75.46";"A"
"1998-09";"86.99";"A";"87.02";"A";"74.32";"A";"74.32";"A";"74.32";"A";"74.3";"A";"74.3";"A";"74.3";"A";"74.31";"A";"74.31";"A";"74.31";"A";"74.29";"A";"74.3";"A";"74.31";"A"
"1998-08";"87.33";"A";"87.36";"A";"74.61";"A";"74.61";"A";"74.61";"A";"74.6";"A";"74.59";"A";"74.59";"A";"74.6";"A";"74.6";"A";"74.6";"A";"74.59";"A";"74.59";"A";"74.6";"A"
"1998-07";"86.44";"A";"86.46";"A";"73.84";"A";"73.84";"A";"73.85";"A";"73.83";"A";"73.83";"A";"73.82";"A";"73.84";"A";"73.84";"A";"73.83";"A";"73.82";"A";"73.83";"A";"73.83";"A"
"1998-06";"91.4";"A";"91.42";"A";"78.08";"A";"78.08";"A";"78.08";"A";"78.07";"A";"78.07";"A";"78.06";"A";"78.08";"A";"78.07";"A";"78.07";"A";"78.06";"A";"78.07";"A";"78.07";"A"
"1998-05";"91.42";"A";"91.45";"A";"78.1";"A";"78.1";"A";"78.11";"A";"78.09";"A";"78.09";"A";"78.08";"A";"78.1";"A";"78.1";"A";"78.09";"A";"78.08";"A";"78.09";"A";"78.09";"A"
"1998-04";"91.17";"A";"91.2";"A";"77.88";"A";"77.89";"A";"77.89";"A";"77.87";"A";"77.87";"A";"77.86";"A";"77.88";"A";"77.88";"A";"77.88";"A";"77.86";"A";"77.87";"A";"77.87";"A"
"1998-03";"89.71";"A";"89.74";"A";"76.64";"A";"76.64";"A";"76.64";"A";"76.63";"A";"76.63";"A";"76.62";"A";"76.64";"A";"76.63";"A";"76.63";"A";"76.62";"A";"76.63";"A";"76.63";"A"
"1998-02";"90.64";"A";"90.67";"A";"77.44";"A";"77.44";"A";"77.44";"A";"77.42";"A";"77.42";"A";"77.42";"A";"77.43";"A";"77.43";"A";"77.43";"A";"77.41";"A";"77.42";"A";"77.42";"A"
"1998-01";"90.31";"A";"90.34";"A";"77.15";"A";"77.15";"A";"77.15";"A";"77.14";"A";"77.14";"A";"77.13";"A";"77.15";"A";"77.14";"A";"77.14";"A";"77.13";"A";"77.14";"A";"77.14";"A"
"1997-12";"90.72";"A";"90.75";"A";"77.5";"A";"77.5";"A";"77.51";"A";"77.49";"A";"77.49";"A";"77.48";"A";"77.5";"A";"77.5";"A";"77.49";"A";"77.48";"A";"77.49";"A";"77.49";"A"
"1997-11";"91.5";"A";"91.53";"A";"78.17";"A";"78.17";"A";"78.18";"A";"78.16";"A";"78.16";"A";"78.15";"A";"78.17";"A";"78.17";"A";"78.16";"A";"78.15";"A";"78.16";"A";"78.16";"A"
"1997-10";"92.74";"A";"92.77";"A";"79.22";"A";"79.23";"A";"79.23";"A";"79.21";"A";"79.21";"A";"79.2";"A";"79.22";"A";"79.22";"A";"79.22";"A";"79.2";"A";"79.21";"A";"79.21";"A"
"1997-09";"95.15";"A";"95.18";"A";"81.28";"A";"81.29";"A";"81.29";"A";"81.27";"A";"81.27";"A";"81.26";"A";"81.28";"A";"81.28";"A";"81.28";"A";"81.26";"A";"81.27";"A";"81.27";"A"
"1997-08";"97.39";"A";"97.42";"A";"83.2";"A";"83.21";"A";"83.21";"A";"83.19";"A";"83.19";"A";"83.18";"A";"83.2";"A";"83.2";"A";"83.19";"A";"83.18";"A";"83.19";"A";"83.19";"A"
"1997-07";"94.93";"A";"94.96";"A";"81.1";"A";"81.1";"A";"81.1";"A";"81.08";"A";"81.08";"A";"81.08";"A";"81.09";"A";"81.09";"A";"81.09";"A";"81.07";"A";"81.08";"A";"81.08";"A"
"1997-06";"93.98";"A";"94.01";"A";"80.29";"A";"80.29";"A";"80.29";"A";"80.28";"A";"80.27";"A";"80.27";"A";"80.29";"A";"80.28";"A";"80.28";"A";"80.26";"A";"80.27";"A";"80.28";"A"
"1997-05";"94.25";"A";"94.28";"A";"80.52";"A";"80.52";"A";"80.53";"A";"80.51";"A";"80.51";"A";"80.5";"A";"80.52";"A";"80.52";"A";"80.51";"A";"80.5";"A";"80.51";"A";"80.51";"A"
"1997-04";"91.97";"A";"92.0";"A";"78.57";"A";"78.57";"A";"78.58";"A";"78.56";"A";"78.56";"A";"78.55";"A";"78.57";"A";"78.57";"A";"78.56";"A";"78.55";"A";"78.56";"A";"78.56";"A"
"1997-03";"94.61";"A";"94.64";"A";"80.82";"A";"80.83";"A";"80.83";"A";"80.81";"A";"80.81";"A";"80.8";"A";"80.82";"A";"80.82";"A";"80.82";"A";"80.8";"A";"80.81";"A";"80.81";"A"
"1997-02";"92.9";"A";"92.93";"A";"79.36";"A";"79.37";"A";"79.37";"A";"79.35";"A";"79.35";"A";"79.34";"A";"79.36";"A";"79.36";"A";"79.35";"A";"79.34";"A";"79.35";"A";"79.35";"A"
"1997-01";"92.59";"A";"92.62";"A";"79.1";"A";"79.1";"A";"79.1";"A";"79.09";"A";"79.08";"A";"79.08";"A";"79.1";"A";"79.09";"A";"79.09";"A";"79.08";"A";"79.09";"A";"79.09";"A"
"1996-12";"96.51";"A";"96.54";"A";"82.45";"A";"82.45";"A";"82.45";"A";"82.44";"A";"82.44";"A";"82.43";"A";"82.45";"A";"82.44";"A";"82.44";"A";"82.43";"A";"82.44";"A";"82.44";"A"
"1996-11";"98.73";"A";"98.76";"A";"84.34";"A";"84.34";"A";"84.35";"A";"84.33";"A";"84.33";"A";"84.32";"A";"84.34";"A";"84.34";"A";"84.33";"A";"84.32";"A";"84.33";"A";"84.33";"A"
"1996-10";"93.84";"A";"93.87";"A";"80.17";"A";"80.17";"A";"80.17";"A";"80.16";"A";"80.15";"A";"80.15";"A";"80.17";"A";"80.16";"A";"80.16";"A";"80.14";"A";"80.16";"A";"80.16";"A"
"1996-09";"96.47";"A";"96.5";"A";"82.41";"A";"82.41";"A";"82.42";"A";"82.4";"A";"82.4";"A";"82.39";"A";"82.41";"A";"82.41";"A";"82.4";"A";"82.39";"A";"82.4";"A";"82.4";"A"
"1996-08";"92.1";"A";"92.12";"A";"78.68";"A";"78.68";"A";"78.68";"A";"78.66";"A";"78.66";"A";"78.66";"A";"78.67";"A";"78.67";"A";"78.67";"A";"78.65";"A";"78.66";"A";"78.67";"A"
"1996-07";"104.49";"A";"104.52";"A";"89.27";"A";"89.27";"A";"89.27";"A";"89.25";"A";"89.25";"A";"89.24";"A";"89.26";"A";"89.26";"A";"89.26";"A";"89.24";"A";"89.25";"A";"89.25";"A"
"1996-06";"99.62";"A";"99.65";"A";"85.11";"A";"85.11";"A";"85.11";"A";"85.09";"A";"85.09";"A";"85.09";"A";"85.1";"A";"85.1";"A";"85.1";"A";"85.08";"A";"85.09";"A";"85.09";"A"
"1996-05";"97.0";"A";"97.03";"A";"82.86";"A";"82.87";"A";"82.87";"A";"82.85";"A";"82.85";"A";"82.84";"A";"82.86";"A";"82.86";"A";"82.85";"A";"82.84";"A";"82.85";"A";"82.85";"A"
"1996-04";"98.55";"A";"98.58";"A";"84.19";"A";"84.19";"A";"84.19";"A";"84.17";"A";"84.17";"A";"84.17";"A";"84.18";"A";"84.18";"A";"84.18";"A";"84.16";"A";"84.17";"A";"84.17";"A"
"1996-03";"100.52";"A";"100.55";"A";"85.87";"A";"85.87";"A";"85.88";"A";"85.86";"A";"85.86";"A";"85.85";"A";"85.87";"A";"85.87";"A";"85.86";"A";"85.85";"A";"85.86";"A";"85.86";"A"
"1996-02";"100.9";"A";"100.93";"A";"86.2";"A";"86.2";"A";"86.21";"A";"86.19";"A";"86.19";"A";"86.18";"A";"86.2";"A";"86.2";"A";"86.19";"A";"86.18";"A";"86.19";"A";"86.19";"A"
"1996-01";"102.49";"A";"102.52";"A";"87.56";"A";"87.56";"A";"87.56";"A";"87.54";"A";"87.54";"A";"87.54";"A";"87.55";"A";"87.55";"A";"87.55";"A";"87.53";"A";"87.54";"A";"87.54";"A"
"1995-12";"98.28";"A";"98.31";"A";"83.96";"A";"83.96";"A";"83.96";"A";"83.94";"A";"83.94";"A";"83.94";"A";"83.95";"A";"83.95";"A";"83.95";"A";"83.93";"A";"83.94";"A";"83.94";"A"
"1995-11";"97.23";"A";"97.26";"A";"83.07";"A";"83.07";"A";"83.07";"A";"83.05";"A";"83.05";"A";"83.04";"A";"83.06";"A";"83.06";"A";"83.06";"A";"83.04";"A";"83.05";"A";"83.05";"A"
"1995-10";"101.62";"A";"101.65";"A";"86.81";"A";"86.81";"A";"86.81";"A";"86.8";"A";"86.79";"A";"86.79";"A";"86.81";"A";"86.8";"A";"86.8";"A";"86.78";"A";"86.8";"A";"86.8";"A"
"1995-09";"102.36";"A";"102.4";"A";"87.45";"A";"87.45";"A";"87.45";"A";"87.44";"A";"87.43";"A";"87.43";"A";"87.45";"A";"87.44";"A";"87.44";"A";"87.42";"A";"87.43";"A";"87.44";"A"
"1995-08";"93.26";"A";"93.29";"A";"79.67";"A";"79.67";"A";"79.67";"A";"79.66";"A";"79.66";"A";"79.65";"A";"79.67";"A";"79.66";"A";"79.66";"A";"79.65";"A";"79.66";"A";"79.66";"A"
"1995-07";"113.39";"A";"113.42";"A";"96.87";"A";"96.87";"A";"96.87";"A";"96.85";"A";"96.85";"A";"96.84";"A";"96.86";"A";"96.86";"A";"96.86";"A";"96.84";"A";"96.85";"A";"96.85";"A"
"1995-06";"102.64";"A";"102.67";"A";"87.68";"A";"87.68";"A";"87.69";"A";"87.67";"A";"87.67";"A";"87.66";"A";"87.68";"A";"87.68";"A";"87.67";"A";"87.66";"A";"87.67";"A";"87.67";"A"
"1995-05";"101.13";"A";"101.16";"A";"86.39";"A";"86.4";"A";"86.4";"A";"86.38";"A";"86.38";"A";"86.37";"A";"86.39";"A";"86.39";"A";"86.38";"A";"86.37";"A";"86.38";"A";"86.38";"A"
"1995-04";"105.07";"A";"105.1";"A";"89.76";"A";"89.76";"A";"89.77";"A";"89.75";"A";"89.74";"A";"89.74";"A";"89.76";"A";"89.75";"A";"89.75";"A";"89.73";"A";"89.74";"A";"89.75";"A"
"1995-03";"103.27";"A";"103.3";"A";"88.22";"A";"88.22";"A";"88.23";"A";"88.21";"A";"88.21";"A";"88.2";"A";"88.22";"A";"88.21";"A";"88.21";"A";"88.19";"A";"88.21";"A";"88.21";"A"
"1995-02";"102.72";"A";"102.76";"A";"87.76";"A";"87.76";"A";"87.76";"A";"87.74";"A";"87.74";"A";"87.73";"A";"87.75";"A";"87.75";"A";"87.75";"A";"87.73";"A";"87.74";"A";"87.74";"A"
"1995-01";"101.77";"A";"101.81";"A";"86.95";"A";"86.95";"A";"86.95";"A";"86.93";"A";"86.93";"A";"86.92";"A";"86.94";"A";"86.94";"A";"86.94";"A";"86.92";"A";"86.93";"A";"86.93";"A"
"1994-12";"86.64";"A";"86.67";"A";"74.02";"A";"74.02";"A";"74.02";"A";"74.0";"A";"74.0";"A";"74.0";"A";"74.01";"A";"74.01";"A";"74.01";"A";"73.99";"A";"74.0";"A";"74.0";"A"
"1994-11";"86.23";"A";"86.26";"A";"73.66";"A";"73.67";"A";"73.67";"A";"73.65";"A";"73.65";"A";"73.65";"A";"73.66";"A";"73.66";"A";"73.66";"A";"73.64";"A";"73.65";"A";"73.65";"A"
"1994-10";"85.05";"A";"85.08";"A";"72.66";"A";"72.66";"A";"72.66";"A";"72.65";"A";"72.65";"A";"72.64";"A";"72.66";"A";"72.65";"A";"72.65";"A";"72.64";"A";"72.65";"A";"72.65";"A"
"1994-09";"79.39";"A";"79.41";"A";"67.82";"A";"67.82";"A";"67.82";"A";"67.81";"A";"67.81";"A";"67.8";"A";"67.82";"A";"67.81";"A";"67.81";"A";"67.8";"A";"67.81";"A";"67.81";"A"
"1994-08";"90.67";"A";"90.7";"A";"77.46";"A";"77.46";"A";"77.46";"A";"77.44";"A";"77.44";"A";"77.44";"A";"77.45";"A";"77.45";"A";"77.45";"A";"77.43";"A";"77.44";"A";"77.45";"A"
"1994-07";"83.05";"A";"83.08";"A";"70.95";"A";"70.96";"A";"70.96";"A";"70.94";"A";"70.94";"A";"70.94";"A";"70.95";"A";"70.95";"A";"70.94";"A";"70.93";"A";"70.94";"A";"70.94";"A"
"1994-06";"84.46";"A";"84.49";"A";"72.15";"A";"72.15";"A";"72.16";"A";"72.14";"A";"72.14";"A";"72.13";"A";"72.15";"A";"72.15";"A";"72.14";"A";"72.13";"A";"72.14";"A";"72.14";"A"
"1994-05";"85.44";"A";"85.46";"A";"72.99";"A";"72.99";"A";"72.99";"A";"72.98";"A";"72.97";"A";"72.97";"A";"72.98";"A";"72.98";"A";"72.98";"A";"72.97";"A";"72.97";"A";"72.98";"A"
"1994-04";"85.36";"A";"85.39";"A";"72.92";"A";"72.93";"A";"72.93";"A";"72.91";"A";"72.91";"A";"72.91";"A";"72.92";"A";"72.92";"A";"72.92";"A";"72.9";"A";"72.91";"A";"72.91";"A"
"1994-03";"77.08";"A";"77.1";"A";"65.85";"A";"65.85";"A";"65.85";"A";"65.83";"A";"65.83";"A";"65.83";"A";"65.84";"A";"65.84";"A";"65.84";"A";"65.83";"A";"65.83";"A";"65.84";"A"
"1994-02";"82.94";"A";"82.97";"A";"70.86";"A";"70.86";"A";"70.86";"A";"70.85";"A";"70.84";"A";"70.84";"A";"70.85";"A";"70.85";"A";"70.85";"A";"70.84";"A";"70.85";"A";"70.85";"A"
"1994-01";"85.19";"A";"85.21";"A";"72.77";"A";"72.78";"A";"72.78";"A";"72.76";"A";"72.76";"A";"72.76";"A";"72.77";"A";"72.77";"A";"72.76";"A";"72.75";"A";"72.76";"A";"72.76";"A"
"1993-12";"98.24";"A";"98.27";"A";"83.92";"A";"83.93";"A";"83.93";"A";"83.91";"A";"83.91";"A";"83.9";"A";"83.92";"A";"83.92";"A";"83.91";"A";"83.9";"A";"83.91";"A";"83.91";"A"
"1993-11";"100.06";"A";"100.1";"A";"85.48";"A";"85.49";"A";"85.49";"A";"85.47";"A";"85.47";"A";"85.46";"A";"85.48";"A";"85.48";"A";"85.47";"A";"85.46";"A";"85.47";"A";"85.47";"A"
"1993-10";"103.59";"A";"103.62";"A";"88.49";"A";"88.5";"A";"88.5";"A";"88.48";"A";"88.48";"A";"88.47";"A";"88.49";"A";"88.49";"A";"88.48";"A";"88.47";"A";"88.48";"A";"88.48";"A"
"1993-09";"105.36";"A";"105.39";"A";"90.01";"A";"90.01";"A";"90.01";"A";"89.99";"A";"89.99";"A";"89.98";"A";"90.0";"A";"90.0";"A";"90.0";"A";"89.98";"A";"89.99";"A";"89.99";"A"
"1993-08";"127.49";"A";"127.53";"A";"108.92";"A";"108.92";"A";"108.92";"A";"108.9";"A";"108.9";"A";"108.89";"A";"108.91";"A";"108.91";"A";"108.9";"A";"108.89";"A";"108.9";"A";"108.9";"A"
